,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8
0,-12.36051498965422,4.2425518307645955,-4.486260679614398,-2.067913459943829,-0.05540743120694726,1.4551107820411058,1.6051253867588204,1.8830953062282556
1,-11.33323184584343,5.033868480060616,-4.914543705532108,-0.6309137620614261,-0.6555529926964602,0.23295071997129588,0.5021738640853568,0.2005445453592811
2,-10.850738225886888,3.7969748724727848,-4.740374349925035,2.04460773166012,1.4623602174540467,-0.5934207611750183,-0.7868618455456782,-1.0591357992093753
3,-9.799255659021842,2.5947327529220963,-3.653367999174952,1.370378398805201,3.209725347261081,1.4023622200930728,-1.1405809709703383,-2.8963890431797936
4,-10.41661455200973,4.047151794575944,-0.41317202067404707,2.759091637263898,-2.1154113909303507,0.2005583664430148,-1.2184047980819557,0.18580357264191127
5,-9.758063158027337,3.162475914512014,-2.641260922385004,3.030726457911158,0.6041160027703263,-0.15980927284196483,0.5524862547191726,-2.1506298850670493
6,-10.221927384039061,3.8668129567919167,-3.7391565281160166,2.0748207494218076,-0.44027858234123046,-0.4722791633259615,-0.4247945212769116,-1.6974728547335882
7,-9.776688742174478,3.54402192952024,-2.4989314092593813,1.8975203252805062,0.8455877970251621,1.0444958361017531,0.2809275885882128,-3.2881402040805834
8,-11.450294129522742,4.594063174330619,-1.3950491881829838,-1.380848304682019,-3.979632525424442,2.6688318015478587,-0.6607798588529664,-0.4566293846180641
9,-12.209763374237124,6.464374368302673,-4.094724056518534,-3.533051879786367,-3.8644976518962264,1.6887609751790744,-0.9420314603163233,1.1114120419003997
10,-11.93351419677594,7.957093470816969,-4.463502499681953,-0.0911855736593214,-3.8465573353713722,-0.4906335953455691,-1.5887110298638119,1.4216447818262077
11,-11.836132794012766,6.579723683440825,-2.6764647828801813,1.5711058629441275,-1.099489558864486,-1.5128570149375302,-1.7000152088053564,1.179515267800755
12,-12.281572944027408,4.423833410923442,0.2216730509841974,3.0593902232313046,0.43295144628122634,2.8422357176696718,0.4844098772107185,-1.8097752500914366
13,-11.906667584181998,4.274291222108519,0.5685338610533885,1.1413114300518894,0.4441275611182269,5.575212145071529,1.9972779667773293,-1.825025130889363
14,-12.508922946062018,6.296305951024989,-1.239514946767573,-1.3836135268396768,-0.9639246655550228,3.7297250176066794,-0.30872761138411214,-1.4376133438319925
15,-12.532797022287026,6.178362567579679,-3.100730713365389,-1.9692589009697938,0.02590317056541349,2.698126763708763,0.9451811587018891,-0.48111998363765823
